"time","heatCapacitor.T","filter.y","idealPump.V_flow","idealPump.w","pipe.Q_flow","pipe.volumeFlow","pipe.V_flow","prescribedHeatFlow.Q_flow","speed.w"
0,293.15,0,50,30,0,50,50,0,30
0,293.15,0,50,30,0,50,50,0,30
0,293.15,0,50,30,0,50,50,0,30
2.414768249337905e-010,293.15,-1.284679017751425e-034,50,30,0,50,50,-1.284679017751425e-034,30
2.414768249337905e-010,293.15,-1.284679017751425e-034,50,30,0,50,50,-1.284679017751425e-034,30
0.03492072574749817,293.15,-5.833562788355825e-018,0.09999999958822771,0.2511083805131875,0,0.09999999958822771,0.09999999958822771,-5.833562788355825e-018,0.2511083805131875
0.03492072574749817,293.15,-5.833562788355825e-018,0.09999999958822771,0.2511083805131875,0,0.09999999958822771,0.09999999958822771,-5.833562788355825e-018,0.2511083805131875
30,293.1499999996713,-4.03606766383635e-012,2.378438722265607e-175,-0,-2.046363078989089e-012,2.378438722265607e-175,2.378438722265607e-175,-4.03606766383635e-012,-0
30,293.1499999996713,-4.03606766383635e-012,2.378438722265607e-175,-0,-2.046363078989089e-012,2.378438722265607e-175,2.378438722265607e-175,-4.03606766383635e-012,-0
60,293.1499999982589,-1.224592266073346e-011,2.378438722265607e-175,-0,-6.139089236967266e-012,2.378438722265607e-175,2.378438722265607e-175,-1.224592266073346e-011,-0
60,293.1499999982589,-1.224592266073346e-011,2.378438722265607e-175,-0,-6.139089236967266e-012,2.378438722265607e-175,2.378438722265607e-175,-1.224592266073346e-011,-0
90,293.1499999954253,-2.216222723255806e-011,2.378438722265607e-175,-0,-1.102762325899676e-011,2.378438722265607e-175,2.378438722265607e-175,-2.216222723255806e-011,-0
90,293.1499999954253,-2.216222723255806e-011,2.378438722265607e-175,-0,-1.102762325899676e-011,2.378438722265607e-175,2.378438722265607e-175,-2.216222723255806e-011,-0
120,301.5873117007185,0.2171783100325181,2.378438722265607e-175,-0,0.108073545578975,2.378438722265607e-175,2.378438722265607e-175,0.2171783100325181,-0
120,301.5873117007185,0.2171783100325181,2.378438722265607e-175,-0,0.108073545578975,2.378438722265607e-175,2.378438722265607e-175,0.2171783100325181,-0
150,323.0000155522379,1.243048904101564,0.0436044215488702,0.1592793792416768,1.243048909517825,0.0436044215488702,0.0436044215488702,1.243048904101564,0.1592793792416768
150,323.0000155522379,1.243048904101564,0.0436044215488702,0.1592793792416768,1.243048909517825,0.0436044215488702,0.0436044215488702,1.243048904101564,0.1592793792416768
178.1439213150948,323.0000099735695,2.402612412994367,0.08765731753125582,0.2333217248631167,2.402612453585562,0.08765731753125582,0.08765731753125582,2.402612412994367,0.2333217248631167
178.1439213150948,323.0000099735695,2.402612412994367,0.08765731753125582,0.2333217248631167,2.402612453585562,0.08765731753125582,0.08765731753125582,2.402612412994367,0.2333217248631167
180,323.0000094351164,2.463482043571207,0.09006912722916671,0.23687029433234,2.463482072109628,0.09006912722916671,0.09006912722916671,2.463482043571207,0.23687029433234
180,323.0000094351164,2.463482043571207,0.09006912722916671,0.23687029433234,2.463482072109628,0.09006912722916671,0.09006912722916671,2.463482043571207,0.23687029433234
188.7291654177938,323.0000072074141,2.711367924108835,0.1000000001100015,0.2511083812464985,2.711367947201893,0.1000000001100015,0.1000000001100015,2.711367924108835,0.2511083812464985
188.7291654177938,323.0000072074141,2.711367924108835,0.1000000001100015,0.2511083812464985,2.711367947201893,0.1000000001100015,0.1000000001100015,2.711367924108835,0.2511083812464985
210,323.0000032709258,3.091582748757575,0.1155800733927542,0.2723963457572871,3.091582763533438,0.1155800733927542,0.1155800733927542,3.091582748757575,0.2723963457572871
210,323.0000032709258,3.091582748757575,0.1155800733927542,0.2723963457572871,3.091582763533438,0.1155800733927542,0.1155800733927542,3.091582748757575,0.2723963457572871
240,322.9999998914716,3.240822609738307,0.1217914764456708,0.2805767741643968,3.24082261803477,0.1217914764456708,0.1217914764456708,3.240822609738307,0.2805767741643968
240,322.9999998914716,3.240822609738307,0.1217914764456708,0.2805767741643968,3.24082261803477,0.1217914764456708,0.1217914764456708,3.240822609738307,0.2805767741643968
270,323.0000002440125,3.200600050762185,0.1201042260658953,0.2783704310427,3.20060004116516,0.1201042260658953,0.1201042260658953,3.200600050762185,0.2783704310427
270,323.0000002440125,3.200600050762185,0.1201042260658953,0.2783704310427,3.20060004116516,0.1201042260658953,0.1201042260658953,3.200600050762185,0.2783704310427
300,323.0000082713476,3.594274682293629,0.13701367570193,0.2999953462262329,3.594274642259848,0.13701367570193,0.13701367570193,3.594274682293629,0.2999953462262329
300,323.0000082713476,3.594274682293629,0.13701367570193,0.2999953462262329,3.594274642259848,0.13701367570193,0.13701367570193,3.594274682293629,0.2999953462262329
330,323.0000116702412,4.875107535759576,0.195376673094886,0.368191458134268,4.875107548335222,0.195376673094886,0.195376673094886,4.875107535759576,0.368191458134268
330,323.0000116702412,4.875107535759576,0.195376673094886,0.368191458134268,4.875107548335222,0.195376673094886,0.195376673094886,4.875107535759576,0.368191458134268
360,323.0000138055201,6.214651000023057,0.2631591685815979,0.4391134030271139,6.214650975249583,0.2631591685815979,0.2631591685815979,6.214651000023057,0.4391134030271139
360,323.0000138055201,6.214651000023057,0.2631591685815979,0.4391134030271139,6.214650975249583,0.2631591685815979,0.2631591685815979,6.214651000023057,0.4391134030271139
390,323.0000156074664,7.931664887860743,0.3621252377071282,0.5330415027888267,7.931664899285238,0.3621252377071282,0.3621252377071282,7.931664887860743,0.5330415027888267
